title,company,job_location,job_state,date,site,job_description,salary,url,applied,search_term,flat_skills,skills_by_category
"Staff Software Engineer, Core",Descript,"Remote in San Francisco, CA","remote in san francisco, ca",2025-10-08,Indeed,N/A,N/A,https://www.indeed.com/rc/clk?jk=2763301deb6fe19c&bb=E0zgTaSRgWhcagbCX0Vaa2-Mrb_3fzsTksB9VdVUiKkKd3N7MtfwqZ5k6S5laNMrWeEgL6uiOn0dvJ6RLXG8prGToXqmpRXUjkA488kt4Ubfs-p7kmcj90ZDbHgCRN-IthZ3FFXsTNFB4P73k8uF1D75namdkdQ5&xkcb=SoBs67M3si9tmYSYtR0CbzkdCdPP&fccid=ebe5a411bbe77da9&vjs=3,False,javascript developer,[],{}
Full Stack Developer Golang and Javascript,"Tap to Sign, LLC",Remote,remote,2025-10-08,Indeed,"We are a startup looking for a super talented and enthusiastic problem solver, to join our fast-paced team. Ship fixes and features daily. We use javascript on frontend, go (golang) on backend and mongoDB is our database. Everything below is AI auto generated, so you can stop reading here. :)
Overview
We are seeking a skilled Full Stack Developer to join our dynamic team. The ideal candidate will have a strong foundation in web development and software engineering principles, with experience in both front-end and back-end technologies. This role requires a proactive individual who is comfortable working in an environment and is passionate about creating high-quality applications that enhance user experience.
Responsibilities
Design, develop, and maintain scalable web applications using modern frameworks and technologies.
Collaborate with cross-functional teams to define, design, and ship new features.
Write clean, maintainable code while adhering to best practices in software development.
Conduct unit testing and debugging to ensure optimal functionality of applications.
Implement RESTful APIs and integrate third-party services as needed.
Participate in code reviews and provide constructive feedback to peers.
Utilize version control systems such as GitHub for source code management.
Stay updated with emerging technologies and industry trends to continuously improve skills.
Experience
Proficiency in front-end technologies including HTML, CSS, JavaScript.
Strong back-end development skills with experience in Go.
Familiarity with database design and management using SQL Server, MySQL, PostgreSQL, or MongoDB.
Experience with web services (SOAP/REST), microservices architecture, and application development lifecycle (SDLC).
Knowledge of cloud platforms such as AWS or Azure for application deployment.
Experience with multithreading concepts and debugging techniques is a plus. Join us in building innovative solutions that make a difference!
Job Type: Contract
Pay: $25.00 - $50.00 per hour
Expected hours: 20 – 40 per week
Work Location: Remote",N/A,https://www.indeed.com/rc/clk?jk=719db38c1b508374&bb=E0zgTaSRgWhcagbCX0Vaa0bmKMn65QVaqXjC9oY0RjmyHT8Uu3-Zb6zqrzwjosUkYqy61_kzdIaCxgiAxxBvJ25LgZAKwL712LYOCnQXRy44sIQSK40sV_ek0AAXJkj9VWNAvn5trL2ickO9kMBayKMiB29sg2qX&xkcb=SoD667M3si9tmYyYtR0LbzkdCdPP&fccid=8663ab222df58203&cmp=Tap-to-Sign%2C-LLC&ti=Full+Stack+Developer&vjs=3,False,javascript developer,"['ai', 'aws', 'azure', 'cross-functional teams', 'css', 'github', 'go', 'html', 'javascript', 'microservices', 'mongodb', 'multithreading', 'mysql', 'postgresql', 'soap', 'sql', 'testing', 'unit testing', 'user experience']",{}
"Node.js, JavaScript (ES6), React, AWS Serverless (Lambda, DynamoDB, S3, SNS/SQS) Software Developer","The Consortium, Inc.","Remote in Reston, VA 22096","remote in reston, va 22096",2025-10-08,Indeed,N/A,N/A,https://www.indeed.com/rc/clk?jk=1e9c53dd88ef7c4d&bb=E0zgTaSRgWhcagbCX0Vaa65WV4n4Q2E3SuhW_OmJiEQPy99ePf_Hb8yY0vfWiR8nyR-J6XT3-oJpmE6kXDy7qpqx2kJmZRV7P9JflniIeHTELqs8lsSC2BNmMCcZQki6aN1J-3LM2iM6zbU2LHScMmPipAO2-gt1&xkcb=SoBO67M3si9tmYyYtR0KbzkdCdPP&fccid=0cdf6f2fcdb7fa0c&vjs=3,False,javascript developer,[],{}
React Dev,RCG Global Services,Remote,remote,2025-10-08,Indeed,"Role description

JD:
Senior Developer
Lead the development of complex, high-performance React applications for online banking, account management, and digital services.
Architect and implement reusable, modular, and maintainable front-end components using React and modern TypeScript (primary) and JavaScript (secondary).
Collaborate with backend engineers to integrate RESTful and GraphQL APIs, ensuring seamless data flow.
Ensure applications meet stringent security, compliance, and accessibility requirements for the banking industry.
Partner with UX/UI teams to translate wireframes and prototypes into pixel-perfect, responsive designs.
Optimize applications for performance, scalability, and cross-browser compatibility.
Stay current with evolving front-end technologies and recommend improvements to the technology stack.

Skills

About RCG Global Services
At Myridius, we transform the way businesses operate. Formerly known as RCG Global Services, our more than 50 years of expertise now drive a new vision—propelling organizations through the rapidly evolving landscapes of technology and business. We offer tailored solutions in AI, data analytics, digital engineering, and cloud innovation, addressing the unique challenges each industry faces. Our integration of cutting-edge technology with deep domain knowledge enables businesses to seize new opportunities, drive significant growth, and maintain a competitive edge in the global market. Our commitment is not just to meet expectations but to exceed them, ensuring measurable impact and fostering sustainable innovation. The success of Myridius is directly tied to the breakthroughs achieved by our clients. Together, we co-create solutions that not only solve today’s challenges but also anticipate future trends. At Myridius, we go beyond typical service delivery. We craft transformative outcomes that help businesses not just adapt, but thrive in a world of continuous change. Discover how Myridius can elevate your business to new heights of innovation. Visit us at www.myridius.com and start leading the change.",N/A,https://www.indeed.com/rc/clk?jk=bfa09e3249cb8aac&bb=E0zgTaSRgWhcagbCX0Vaa0KeljI90W63ajEDJASY470UJ_7dDEdNEEkLKcJzn8pBX6Eg3EmRGe11gEmhiwoYEjZYTyAnlOG5QprSS5GMAlvN2QmUQTsCen-NCyQtaNqX75kR-bvUYJEBxL_LDdgaiQ%3D%3D&xkcb=SoDT67M3si9tmYyYtR0JbzkdCdPP&fccid=086dfa28833a1d56&vjs=3,False,javascript developer,"['accessibility', 'ai', 'analytics', 'compliance', 'go', 'graphql', 'innovation', 'javascript', 'react', 'scalability', 'security', 'typescript']",{}
Full Stack .Net Web Developer,MembersFirst,Remote,remote,2025-10-08,Indeed,N/A,N/A,https://www.indeed.com/rc/clk?jk=c5b0bef64a2a642a&bb=E0zgTaSRgWhcagbCX0Vaa4lws-_u4G5j0K7y5guFLTWrWeKcQSzICJ39EzCi28fH3dF-_WRKHKMKTB5-XI84VGiqrKc-Z65foHgmUfNa1deodUX3lCWG8c3yTKq0lyoakTUWQCIXG-I8pKoMQIjAIDaF5_RdAhIw&xkcb=SoBn67M3si9tmYyYtR0IbzkdCdPP&fccid=69901f916addbbb7&cmp=MembersFirst&ti=Full+Stack+Developer&vjs=3,False,javascript developer,[],{}
Laravel PHP Developer,iCodeBees Private Limited,Remote,remote,2025-10-08,Indeed,"Job Title: Laravel PHP Developer
Education: Master's/ Bachelors
Experience: 4+ Years
Location: Remote
Employment Type: Full-time

We are looking for a skilled Laravel PHP Developer with 4+ years of experience to join our development team. The ideal candidate will have strong expertise in PHP frameworks, Laravel, RESTful APIs, and database management, along with proficiency in version control and server management.

You will be responsible for developing, maintaining, and optimizing web applications, integrating APIs, and ensuring secure, scalable, and high-performance solutions.

Required Skills & Qualifications:

4+ years of hands-on experience in Laravel and PHP frameworks.
Strong understanding of PHP OOP concepts and MVC architecture.
Experience with MySQL database design, optimization, and queries.
Proficiency in REST API development & integration.
Knowledge of token-based authentication (JWT, OAuth, etc.).
Hands-on experience with Git for version control.
Familiarity with SSH for server management and deployments.
Solid understanding of HTML, CSS, JavaScript, and jQuery (preferred).
Problem-solving mindset with attention to detail.
Excellent communication and teamwork skills
If this opportunity aligns with your career goals, kindly share your updated resume with us at info@icodebees.com",N/A,https://www.indeed.com/rc/clk?jk=41743f5879fc2e9f&bb=E0zgTaSRgWhcagbCX0VaaxWYfYYRcsdOa_EfaXB6RpI1e9Fc2AyyKGcArALuQtkvOFG_HdT1KN2gagDuAj4C2xCn9ptlyKB2k3wAmJL7noGvefvcOvPj1QUZpHdPP0-rr50NXVCJvnhOaCDS7hgTnrKgFm4BTn4a&xkcb=SoDp67M3si9tmYyYtR0PbzkdCdPP&fccid=1fdd8d02e5df145c&vjs=3,False,javascript developer,"['attention to detail', 'authentication', 'communication', 'css', 'git', 'html', 'javascript', 'jquery', 'jwt', 'laravel', 'mysql', 'oauth', 'php', 'rest api', 'ssh']",{}
Full Stack .Net Web Developer,MembersFirst,Remote,remote,2025-10-08,Indeed,"We are looking for a versatile full-stack web developer to maintain and enhance our web-based content management system built on a Microsoft Stack with a combination of ASP and ASP.Net technologies.
We are looking for someone who can work within our existing code bases as well as creating new applications for internal and external clients to consume
The ideal candidate would have the skills necessary to make a visually appealing user interface with a highly functional back end. This individual will be capable of coding in both ASP using VB Script and C# in the .Net Framework as well as possessing expert knowledge on the database side, managing tables, stored procedures, and views on a Microsoft SQL Server database.
Responsibilities:
Maintain quality and ensure responsiveness of applications.
Collaborate with the rest of the R & D team to design and launch new features and products.
Assist members of the Client Services team to investigate bugs and determine a resolution.
Collaborate with internal stakeholders to create efficiencies to improve workflows and processes for our end users
Create and maintain windows services as well as web service endpoints to support and expand our product and client offerings
Maintain and expand our suite of APIs, Web Services and Integrations built on a Microsoft Stack using the .Net Framework
Qualifications:
2 - 5 years full stack development experience using Microsoft-centric Technologies (ASP / Asp.Net).
Strong web development skills (i.e. HTML5, CSS, JavaScript, cross-browser support and responsive design)
Experience developing for both mobile and desktop.
Working knowledge of database design and ability to create scalable applications
Experience working with graphic designers and converting designs to visual elements.
Understanding and implementation of security and data protection.
Sought out by others for advice and solutions based on strong decision quality.
Enjoys learning on the fly. Learns quickly when facing new problems; analyzes both successes and failures for clues to improvement; enjoys the challenge of unfamiliar tasks.
Strong perseverance: pursues everything with energy, drive, and a need to finish; seldom gives up before finishing.
Strong technical learning: is good at learning new industry, company, product, or technical knowledge.
Strong time management: uses time effectively and efficiently concentrating efforts on most important priorities.
Desired Qualifications::
Familiarity with iOS or Android Development
1 or more years of VB Scripting experience, in either task automation or web development using ASP.
Familiarity with Web Services or creating APIs
Familiarity with Online Reservation platforms/process
Key Languages/Technologies Utilized:
C# (Asp.Net/Web Services)
VB Script (Classic ASP)
JSON
SQL
Javascript (AJAX, jQuery, etc)
Bootstrap
CSS
HTML
ADO and ADO.Net
XML and XSL Transformations
Job Type: Full-time
Pay: $95,000.00 - $105,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Tuition reimbursement
Vision insurance
Work Location: Remote",N/A,https://www.indeed.com/rc/clk?jk=c5b0bef64a2a642a&bb=OFIBZi5e7Klwcj9YGv9C96QrrB2keuZrfnSNLva7UNHTowHv9UIj-PjhdhkVNmsHlEzmFE-hdghwAmzvIeVbzVveusHewmfFHfNUb9CFXaqXk3wS-GLyZV9w1MOfBIiCP5JZvhM3BNLlVx3Lc6OtGeo49CY9jkxy&xkcb=SoCN67M3si98e0AUmz0LbzkdCdPP&fccid=69901f916addbbb7&cmp=MembersFirst&ti=Full+Stack+Developer&vjs=3,False,javascript developer,"['android development', 'asp.net', 'automation', 'bootstrap', 'content management', 'css', 'html', 'javascript', 'jquery', 'json', 'microsoft sql server', 'r', 'responsive design', 'security', 'sql', 'time management', 'user interface', 'windows', 'xml']",{}
Laravel PHP Developer,iCodeBees Private Limited,Remote,remote,2025-10-08,Indeed,N/A,N/A,https://www.indeed.com/rc/clk?jk=41743f5879fc2e9f&bb=OFIBZi5e7Klwcj9YGv9C97a0RLHRp7LYYUI5bLa_yQ2_EyVpGfS_O575IJQ9Of9djgnLRssZeX0MXVJ4nayroeeh7CxS_Rhcdd_XhBCIFvAf-6COwRwVhPKoPd4vxXGVZnDY2aEs-VgVqlQc-EuReSNz-UPgFvX-&xkcb=SoA567M3si98e0AUmz0KbzkdCdPP&fccid=1fdd8d02e5df145c&vjs=3,False,javascript developer,[],{}
.Net Developer - GA,AHU Technologies Inc,Remote,remote,2025-10-08,Indeed,"Short Description:
Under broad supervision, designs, codes, tests, modifies & debugs computer software. Researches & analyzes program or systems problems & develops program documentation. Translates business requirements into development activities in secure.

Complete Description:
Our Web Developer is responsible for development/maintenance of both current and future web applications written using the ASP.NET framework and ASP.NET Core with C# programming language. The ideal candidate is an enthusiastic, creative, highly motivated, and goal-oriented team player with at least 5 years of ASP.NET development experience with strong knowledge of OIDC & SAML based authentication.

Essential Duties and Responsibilities:

Write clean, scalable code written using ASP.NET Core programming language, C#.
Develop/maintain both current and future web applications.
Work closely with the Client User Representatives to troubleshoot and design solutions that meet requirements.
Accurately and effectively communicate with the Project Manager and/or Team Lead the level of effort to implement proposed solutions, the status of on-going work, and any potential issues.
Work well in both a team environment as well as a sole contributor with little or no supervision.
Possess excellent time management skills in handling multiple priorities with individual deadlines.
Adapt to a rapidly changing environment and work creatively with minimal supervision.
Ability to work from written specifications and pre-established guidelines.
Possess excellent written and oral communication skills.


Education Qualifications:
Bachelor’s degree in computer science, Information Systems, or a related scientific or technical degree; or equivalent experience.
Master’s degree in computer science, Information Systems, or a related scientific or technical degree, Preferred

Technical Skills/Experience:
3–5 years of hands-on experience in Python development, with strong understanding of core language features such as data structures, exception handling, object-oriented programming (OOP), file I/O, and functional programming techniques.
Proficient with Python web frameworks such as Django and/or Flask.
Experience working with Identity server - OIDC & SAML based authentication.
Experience working with .NET Core C#, n-tier architectures and design patterns.
Minimum 5 years of experience in design, development and support of ASP.NET development focus on .NET MVC Core.
Minimum 5 years of experience in complete life cycle of design, development, deployment and support of web applications.
Minimum 3 years of Relational Databases and working with Oracle 11g, 12c databases, MS-SQL.
Solid HTML, JavaScript, jQuery, CSS, Bootstrap, .NET Framework 4+, .NET Core 8+, Razor Pages, MVC 5.
Experience creating and consuming REST API.
Experience interfacing with customers and systems analysts to understand system requirements.
Minimum 3 years IIS, Docker
Git version control
Umbraco (ASP.NET Core CMS)
Visual Studio 2022

Technical Skills:
Minimum 5 years of experience in design, development and support of ASP.NET development focus on .NET MVC Core.
Minimum 5 years of experience in complete life-cycle of design, development, deployment and support of web applications.
Experience working with Identity server - OIDC & SAML based authentication.
Experience working with .NET Core C#, n-tier architectures and design patterns.
Strong knowledge of Relational Databases and working with Oracle 11g, 12c databases, MS-SQL.
Solid HTML, JavaScript, jQuery, CSS, Bootstrap, .NET Framework 4+, .NET Core 8+, Razor Pages, MVC 5.
Experience creating and consuming REST API.
Experience interfacing with customers and systems analysts to understand system requirements.
Umbraco (ASP.NET Core CMS)
Visual Studio 2022
Git version control
IIS, Docker
Experience in Python development, with strong understanding of core language features such as data structures, exception handling, object-oriented pro.
Proficient with Python web frameworks such as Django and/or Flask.

This is a remote position.",N/A,https://www.indeed.com/rc/clk?jk=39f37a184c532a13&bb=OFIBZi5e7Klwcj9YGv9C9x2F2eD2n0XAFAMdTAcBoHPHA_X_GZOkKRdhZVRhT58-aryQ5J54UgL6tZ1jxUfzzEJ0FtUSDsHRb3zBnzFc9G2T6r1yc_uSQvL87XU7YUvY0h8Pjhrg9T-wBDiX64NXHKGfxKjyn7nX&xkcb=SoCk67M3si98e0AUmz0JbzkdCdPP&fccid=27ac7273a8266cff&vjs=3,False,javascript developer,"['.net core', 'asp.net', 'authentication', 'bootstrap', 'cms', 'communication', 'css', 'design patterns', 'django', 'docker', 'documentation', 'flask', 'git', 'html', 'iis', 'javascript', 'jquery', 'oracle', 'python', 'rest api', 'sql', 'time management']",{}
"UX Developer (Remote in FL, GA, IN, MI, NC, PA, SC, TN, TX or UT)",SAFARI Montage,Remote,remote,2025-10-08,Indeed,N/A,N/A,https://www.indeed.com/rc/clk?jk=e60d5c70bcb1eeab&bb=OFIBZi5e7Klwcj9YGv9C9yoxbNH9XvfGmz97VQ6XP5y3pBE9uhFBtfCWw8dZQ6Yakw0LojLx8bmGJDr58YUSms-aRnc3dvu1En_th8JqP3SdO6Qx-HE_vjfZgq0busTNzcIB9m3SCZnnBPht-TXBbLOvd6XqBn9v&xkcb=SoAQ67M3si98e0AUmz0IbzkdCdPP&fccid=ea674656ca5297ab&cmp=Safari-Montage&ti=User+Experience+Designer&vjs=3,False,javascript developer,[],{}
Full Stack Developer,Extreme Arts + Sciences,Remote,remote,2025-10-08,Indeed,"Our Web development team is expanding! We are looking for two a Full Stack Developers located in the US or Canada. This position will work closely with an internal team to help build and execute the digital assets on behalf of clients and internal stakeholders.
Our team has a vision to create world class websites by inspiring, educating, and supporting customers throughout their digital experience. Our charter is to manage and continually optimize and test our web properties to drive engagement, leads and trials. We are a fast-paced group with a focus on getting things done, simplifying anything and everything, and having fun doing it. You will be in the middle of it all, helping to make decisions that impact customer experiences, acquisition funnels, and web experiences for some of the largest companies in the world.
Responsibilities:
Ability to work independently while managing other projects simultaneously
Familiarity with data architecture and SQL, for writing quick reports to gain insights
Requirements & Skills:
At least five years’ experience with:
Writing production-level JavaScript and CSS. Understanding of HTML and its inherent properties in building responsive user interfaces
Working with a relevant back-end programming language, such as PHP, NodeJS or Python. Our modern platforms are on NodeJS.
Relational database design and management, including being up on the latest practices and associated versions
Familiarity with NodeJS / Typescript and React / Typescript
Familiarity with an ORM – we use Sequelize as well as raw SQL
Familiarity with CSS preprocessors, bundlers, and associated languages/syntaxes/libraries such as SASS
Thorough understanding of user experience and possibly even product strategy
Experience implementing testing platforms and unit tests
Proficiency with Git
Appreciation for clean and well documented code
Ability to communicate effectively in both written and oral formats
***Cover letters are always plus. Answer this riddle in your cover letter. What is the smallest whole number that is equal to seven times the sum of its digits?
***No Ai written Resumes, they will be rejected. (They can help but please add a personal touch).
***Can not accept applications from China, Cuba, Iran, North Korea, Russia and Venezuela or citizens thereof. Must reside in US or Canada.
Job Type: Full-time
Pay: $90,000.00 - $120,000.00 per year
Benefits:
Dental insurance
Health insurance
Life insurance
Paid time off
Retirement plan
Vision insurance
Application Question(s):
You can find this in Earth, Jupiter, Mercury, and Mars but not in Venus or Neptune. What is it?
Experience:
Full-stack development: 5 years (Required)
Work Location: Remote",N/A,https://www.indeed.com/rc/clk?jk=0dd598449f4712f2&bb=OFIBZi5e7Klwcj9YGv9C99VK9KSA5Jyq6twrSsIv9tQm2vCUMYUhCgG7a0UICaeMs02d7sOsUSs9pjT9namgDmdUYS14bTbGAdw-z_nPg8Lf5cAfSdLL4YqTQ2CrFmt98-Wv6FXBTMuMjeJFEhuLbrZ0xW8vaxcP&xkcb=SoCe67M3si98e0AUmz0PbzkdCdPP&fccid=481183c7353206e3&cmp=Extreme-Arts-%252B-Sciences&ti=Full+Stack+Developer&vjs=3,False,javascript developer,"['ai', 'css', 'git', 'html', 'javascript', 'php', 'python', 'react', 'sass', 'sql', 'testing', 'typescript', 'user experience']",{}
Senior Software Developer,Veteran Engineering and Technology,Remote,remote,2025-10-08,Indeed,N/A,N/A,https://www.indeed.com/rc/clk?jk=feaeecebac28f82a&bb=OFIBZi5e7Klwcj9YGv9C96NzNp8sZ8jS0A-lPwkd9FL-eEcKhDHlz-qRiYse6ovIJ3mZZGcUd7IRtcvzPvP6kF80khAH4MX5qM6GMtiGVgRKR28Y5JvUq4cyuCernKBKwNHB4OK1KBHoRilAlaBz9-gK1Np-KdYx&xkcb=SoAq67M3si98e0AUmz0ObzkdCdPP&fccid=b9a25d4bf3ba15a5&cmp=Veteran-Engineering-and-Technology&ti=Senior+Software+Engineer&vjs=3,False,javascript developer,[],{}
Senior Full Stack Developer,Fragrance.com,Remote,remote,2025-10-08,Indeed,"Position Title: Senior Full Stack Developer
Department: IT Developers
Reports to: Director, Web Development and Ops
Classification: Salaried Exempt
Work Environment: Remote
Compensation: $142,300 - $173,700/year

COMPANY PROFILE
Fragrance.com is a worldwide leading beauty e-commerce company created to provide the public with access to the largest inventory of genuine, brand name fragrances, skincare, candles, aromatherapy and more.
JOB OVERVIEW
The Senior Full Stack Developer will play a key role within the e-commerce engineering team, contributing to the design, development, and maintenance of scalable online retail platforms. This position requires extensive experience with modern web technologies and a strong focus on backend system architecture and development.


RESPONSIBILITIES
Design and maintain high-performance e-commerce applications using Next.js, React, and TypeScript
Build robust backend services and APIs using Node.js/Bun and various server frameworks
Develop shopping cart functionality, payment processing systems, and order management workflows
Integrate payment gateways (PayPal, Amazon, Cash App) and third-party services
Build product catalog systems, search functionality, and recommendation engines
Implement A/B testing and promotional campaign features
Maintain customer account systems, order tracking, and service tools
Optimize for high-traffic scenarios including flash sales
Participate in on-call rotation for production issues and system monitoring
Troubleshoot and debug issues using Linux command-line tools
Write clean, maintainable code following best practices
Leverage AI tools and agents to enhance development workflow
TECHNICAL STACK
Frontend: Next.js, React, Tailwind CSS, Zustand, React Query, React Hook Form
Backend: Node.js/Bun, Fastify/Express, GraphQL, REST APIs, Microservices, Perl
Database: MySQL
Infrastructure: Docker, Kubernetes, AWS, Cloudflare CDN
Tools: Git, GitHub Actions
SKILL/EXPERIENCE/PROFICIENCY REQUIREMENTS
7-8+ years of professional web development experience with strong backend focus
Expert-level proficiency in JavaScript and TypeScript
Strong experience with Next.js (Pages Router, App Router, API routes)
Backend development experience with Node.js/Bun and server-side languages (Python, PHP, Ruby)
E-commerce development experience including payment processing and order management
Solid understanding of React, state management (Zustand, Context API), and modern build tools (Vite)
Database expertise with SQL (MySQL) and NoSQL databases
Payment integration experience with major payment processors
Understanding of networking protocols (SSH, TCP, UDP, HTTP, TLS)
Experience with Linux systems administration and command-line debugging
Proficiency with Git and collaborative workflows
Understanding of e-commerce security and PCI compliance
Strong problem-solving skills and ability to handle on-call responsibilities
PRFERRED, NOT REQUIRED
Perl/PHP/Ruby experience for legacy system maintenance and new development
Microservices architecture design and implementation
Containerization experience (Docker, Kubernetes)
Headless commerce and API-first development
Cloud platform experience (AWS, Google Cloud, Azure)
CDN implementation and global content delivery
A/B testing platforms and conversion optimization
AI integration experience and understanding of model capabilities and agent orchestration

LIMITATIONS AND DISCLAIMER
The above job description is meant to describe the general nature and level of work being performed; it is not intended to be construed as an exhaustive list of all responsibilities, duties and skills required for the position.
FRAGRANCE.COM BENEFITS:
Medical, Dental, Vision Insurance
PTO and Paid holidays
Paid Sick & Safe Leave
Paid Prenatal Leave
Short Term Disability
Life Insurance
Accident & Critical Illness
Flexible Spending Account
401(k) Retirement Savings Plan and match
Employee Discounts
**This is a direct hire. No agencies or recruiters please**
Applicants must be authorized to work for any employer in the U.S. We are unable to sponsor or take over sponsorship of an employment Visa at this time.


Fragrance.com is firmly committed to the principle of equal employment opportunity. Fragrance.com offers employment opportunities without regard to race, color, sex, age, religion, national origin, disability, U.S. military and or other prohibited bases of discrimination, both state and local. All aspects of the employment relationship (including recruiting, hiring, training, working conditions, compensation, promotion, discipline, and termination) are subject to this policy.",N/A,https://www.indeed.com/rc/clk?jk=62a138acae518f02&bb=OFIBZi5e7Klwcj9YGv9C9xjq8qPd0Ljuw5IPRjnfVZIqx2l8-HfpJvWQeoQVEm1oJOKR0aQRksqtO1g1nt1JnLX_Uc1H94ymFrMjAxvj8DY0H0ZliGQI0_WD-4sWccGbxCJPyC73iZ4c5Q-EFAkGJw%3D%3D&xkcb=SoC367M3si98e0AUmz0NbzkdCdPP&fccid=6f7d7ee5909e8b4a&vjs=3,False,javascript developer,"['a/b testing', 'ai', 'aws', 'azure', 'cdn', 'compliance', 'conversion optimization', 'css', 'docker', 'e-commerce', 'git', 'github', 'github actions', 'graphql', 'javascript', 'kubernetes', 'linux', 'microservices', 'monitoring', 'mysql', 'networking', 'node.js', 'payment processing', 'paypal', 'php', 'python', 'react', 'ruby', 'security', 'sql', 'ssh', 'tailwind css', 'testing', 'typescript']",{}
Front End Developer,Railbookers Group,Remote,remote,2025-10-08,Indeed,N/A,N/A,https://www.indeed.com/rc/clk?jk=165b7ddece2bc351&bb=OFIBZi5e7Klwcj9YGv9C97pNdJnPAm0CfiMrE8LsidAedNS4MUd4ep9aFzWYpd7jglQ7okI9W34OnknyvxQ4S7vyJx0eVb7e7PjrOm8FuN2PmVWgsJDLnMvOlgn4Nrn_gWVKRT_h6Ze8BBvje4t4hSegP4iZ-wPW&xkcb=SoAD67M3si98e0AUmz0MbzkdCdPP&fccid=61ec0f8d3fc49096&vjs=3,False,javascript developer,[],{}
Design Engineer,Adapt,"Remote in San Francisco, CA","remote in san francisco, ca",2025-10-08,Indeed,"About Adapt
Adapt is the AI brain of your business. It unifies every data source—databases, SaaS tools, support tickets, documents, and more—into a single conversational interface that delivers the highest level of intelligence the AI industry has to offer. Our autonomous agents continuously monitor KPIs, surface anomalies, diagnose root causes, and recommend next steps so organizations can act decisively. We serve startups and SMBs looking to move from endless dashboards and noisy AI to evidence-backed insight and action.

About the role
As Adapt’s Design Engineer, you’ll own the end-to-end experience across web and product UI - and ship it. You’ll design in Figma and implement in code (React/Next.js + Tailwind), building out a unified design system that powers both marketing and product. If you love moving from concept to pixels to production PRs and love going from 0 to 1, this is for you.
What you'll do
Product
Translate product concepts into clean, performant UI in Figma and GitHub
Build a scalable design system used across website and app
Implement designs in React/Next.js + Tailwind for the product and website
Collaborate closely with engineers to ship fast, accessible, responsive interfaces
Adapt web designs for mobile
Marketing & web
Own all design and implementation for Adapt.com, including shipping new pages, templates, and interactions
Assistance with customizing web CMS as needed
Create self-serve templates for campaigns, launch visuals, and sales decks (Figma)
Collaborate with brand designers or agencies to ensure consistency across all customer-facing touchpoints
Qualifications
3+ years in product or brand design with hands-on front-end implementation
Expert-level Figma skills
Comfortable with code. You can implement your own designs
Experience with Nextjs or other modern React frameworks
Experience with Tailwind and modern component libraries
Strong typography, layout, and visual storytelling
Track record of thriving in startup environments
Nice-to-Haves
Deep familiarity with Next.js
You’ve used AI-assisted workflows (Cursor, Claude Code, agents) to speed up design/engineering
Experience and interest in marketing and brand design in addition to product design
Located in the Bay Area
When it’s not a good fit
No experience using AI-assisted workflows in your day-to-day
Perfectionism regularly blocks speed",N/A,https://www.indeed.com/rc/clk?jk=1217b47e17c63c38&bb=GO2x4QY0wXWfKowm3DS9Fp5sKtF1VFqOPUWH18Csbpwi6RSW2x6TrdWHTx1s_py0WDyye6NUk03RoktkFOlfyQr9XrSJGKTfnlBkzxAPjJbz-rCFuG4n0aq_gx9MY6aHllwQlZYKUqOhVhZzDcbCJQ%3D%3D&xkcb=SoBC67M3si9xLCyY3J0LbzkdCdPP&fccid=ecc9ed121f7c4676&vjs=3,False,wordpress developer,"['ai', 'cms', 'dashboards', 'figma', 'github', 'kpis', 'react']",{}
